replication,Flat table K0,AI typed lift Ktheta,AI plus source/availability audit Ktheta+E,Post-index source certificate Kpost,Prospective reference KP
75,0.1755426908590206,0.3672553313737774,0.23542528102951352,0.1755426908590206,0.20373937532002045
76,0.15407012776735768,0.36879586586841784,0.2684514762021204,0.15407012776735768,0.31505348821533274
77,0.16654387523561404,0.39129736361185946,0.2955069767524908,0.16654387523561404,0.3206454480286739
78,0.14918071290411714,0.3727044578567374,0.27704748990524053,0.14918071290411714,0.23663022587805202
79,0.13962261034931445,0.35638883109062236,0.26253244148261584,0.13962261034931445,0.2802918685285456
80,0.13720262193946403,0.3463986675800957,0.23839209128126326,0.13720262193946403,0.20694308892613972
81,0.15051150356772677,0.35878493222121677,0.24854685730698006,0.15051150356772677,0.2552448379705151
82,0.10640597692270554,0.2929154960604832,0.17101903827555534,0.10640597692270554,0.2572573178569087
83,0.1493364165768733,0.33320339258976117,0.2077339520257758,0.1493364165768733,0.41114655290456925
84,0.16865689455573843,0.3869470735502899,0.27958035798910286,0.16865689455573843,0.2849561044284365
85,0.1366028454193197,0.3471873977301071,0.24216910462157487,0.1366028454193197,0.35466407258905863
86,0.1679879278068449,0.36676481802748834,0.2425537804412868,0.1679879278068449,0.27641264464123194
87,0.1408783837874404,0.35820821283681625,0.25965965809875186,0.1408783837874404,0.19942714299064168
88,0.1669730472673146,0.3725313906137228,0.2571166866928164,0.1669730472673146,0.2179009880429318
89,0.15182470277569632,0.37188833844146857,0.27812727133154447,0.15182470277569632,0.28655743010604595
90,0.13713439811525968,0.35715552806603335,0.2610422599015473,0.13713439811525968,0.3228902937477542
